"Date","Account","Category","Tags","Expense amount","Income amount","Currency","In main currency","Main currency","Description"
"Jun 7, 2013",现金,Unsorted,CE-Mac,588.00,0,CNY,588.00,CNY,电源线
"Jun 8, 2013",现金,Unsorted,CE-Mac,348.00,0,CNY,348.00,CNY,键盘
"Jun 9, 2013",现金,Unsorted,CE-Mac,488.00,0,CNY,488.00,CNY,触摸板
"Aug 30, 2013",现金,salary,salary,0,"14,014.02",CNY,"14,014.02",CNY,
"Aug 30, 2013",现金,RSU,RSU,0,"42,732.17",CNY,"42,732.17",CNY,
"Sep 2, 2013",现金,Unsorted,CE-Mac,40.80,0,CNY,40.80,CNY,视频转换头
"Sep 12, 2013",现金,Unsorted,"131012_SH, art-show",580.00,0,CNY,580.00,CNY,ticket 2
"Sep 23, 2013",现金,Unsorted,init,"2,582.13",0,CNY,"2,582.13",CNY,初始，负2582.13
"Sep 24, 2013",现金,Unsorted,vehicle-road,4.00,0,CNY,4.00,CNY,
"Sep 24, 2013",现金,Unsorted,comm.-internet,61.00,0,CNY,61.00,CNY,iTunes
"Sep 24, 2013",现金,default,meal,19.50,0,CNY,19.50,CNY,
"Sep 25, 2013",现金,Unsorted,comm.-internet,148.88,0,CNY,148.88,CNY,iTunes
"Sep 26, 2013",现金,Unsorted,vehicle-road,4.00,0,CNY,4.00,CNY,
"Sep 26, 2013",现金,Unsorted,comm.-telephone,200.00,0,CNY,200.00,CNY,telephone charge
"Sep 26, 2013",现金,Unsorted,comm.-postal,9.00,0,CNY,9.00,CNY,postal
"Sep 26, 2013",现金,Unsorted,snack,78.80,0,CNY,78.80,CNY,
"Sep 26, 2013",现金,default,meal,21.00,0,CNY,21.00,CNY,
"Sep 27, 2013",现金,Unsorted,vehicle-road,4.00,0,CNY,4.00,CNY,
"Sep 27, 2013",现金,Unsorted,house-commodity,53.87,0,CNY,53.87,CNY,culinary gadgets
"Sep 27, 2013",现金,Unsorted,snack,5.30,0,CNY,5.30,CNY,
"Sep 27, 2013",现金,default,meal,23.00,0,CNY,23.00,CNY,
"Sep 28, 2013",现金,Unsorted,dress-decro,15.00,0,CNY,15.00,CNY,修理
"Sep 28, 2013",现金,Unsorted,vehicle-road,4.00,0,CNY,4.00,CNY,
"Sep 28, 2013",现金,Unsorted,dress-hair,16.00,0,CNY,16.00,CNY,haircut
"Sep 28, 2013",现金,Unsorted,snack,60.00,0,CNY,60.00,CNY,
"Sep 28, 2013",现金,default,meal,67.00,0,CNY,67.00,CNY,
"Sep 29, 2013",现金,Unsorted,vehicle-road,4.00,0,CNY,4.00,CNY,
"Sep 29, 2013",现金,Unsorted,snack,4.50,0,CNY,4.50,CNY,
"Sep 29, 2013",现金,default,meal,25.00,0,CNY,25.00,CNY,
"Sep 29, 2013",现金,Unsorted,vehicle-oil,100.00,0,CNY,100.00,CNY,
"Sep 29, 2013",现金,Unsorted,dress-glass,30.00,0,CNY,30.00,CNY,隐形眼镜水
"Sep 29, 2013",现金,Unsorted,CE-camera,40.00,0,CNY,40.00,CNY,镜头后盖
"Sep 29, 2013",现金,default,meal,13.00,0,CNY,13.00,CNY,
"Sep 30, 2013",现金,salary,salary,0,"14,000.00",CNY,"14,000.00",CNY,
"Sep 30, 2013",现金,Unsorted,"traffic-commute, 1310_Philippines",100.00,0,HKD,78.97,CNY,香港机场地铁
"Sep 30, 2013",现金,Unsorted,vehicle-road,40.00,0,CNY,40.00,CNY,
"Sep 30, 2013",现金,Unsorted,"traffic-flight, 1310_Philippines",898.00,0,CNY,898.00,CNY,港菲机票
"Sep 30, 2013",现金,Unsorted,"traffic-flight, 1310_Philippines","1,994.00",0,CNY,"1,994.00",CNY,杭港机票
"Sep 30, 2013",现金,default,"1310_Philippines, meal",176.00,0,CNY,176.00,CNY,
"Sep 30, 2013",现金,Unsorted,"snack, 1310_Philippines",56.00,0,HKD,44.22,CNY,
"Sep 30, 2013",现金,default,"1310_Philippines, meal",82.00,0,HKD,64.76,CNY,
"Oct 1, 2013",现金,Unsorted,"1310_Philippines, entertain","4,800.00",0,CNY,"4,800.00",CNY,潜水ow
"Oct 3, 2013",现金,Unsorted,"snack, 1310_Philippines",330.00,0,PHP,46.62,CNY,snack
"Oct 6, 2013",现金,Unsorted,"entertain, 1310_Philippines","3,703.06",0,CNY,"3,703.06",CNY,潜水差价 酒店消费
"Oct 6, 2013",现金,Unsorted,"snack, 1310_Philippines",402.85,0,PHP,56.91,CNY,
"Oct 6, 2013",现金,Unsorted,"house-commodity, 1310_Philippines",400.00,0,PHP,56.51,CNY,
"Oct 6, 2013",现金,Unsorted,"1310_Philippines, snack",350.00,0,PHP,49.45,CNY,snack
"Oct 7, 2013",现金,Unsorted,"hotel, 1310_Philippines",186.00,0,CNY,186.00,CNY,胖子垫付差价
"Oct 7, 2013",现金,Unsorted,"hotel, 1310_Philippines",127.00,0,CNY,127.00,CNY,香港住宿
"Oct 7, 2013",现金,Unsorted,"1310_Philippines, traffic-commute",276.00,0,CNY,276.00,CNY,taxi
"Oct 7, 2013",现金,Unsorted,"vehicle-road, 1310_Philippines",530.00,0,CNY,530.00,CNY,
"Oct 7, 2013",现金,default,"1310_Philippines, meal",100.00,0,CNY,100.00,CNY,
"Oct 7, 2013",现金,Unsorted,"snack, 1310_Philippines",800.00,0,PHP,113.02,CNY,
"Oct 7, 2013",现金,Unsorted,people,"2,305.23",0,CNY,"2,305.23",CNY,gift
"Oct 7, 2013",现金,Unsorted,dress-glass,"2,760.00",0,HKD,"2,179.58",CNY,
"Oct 8, 2013",现金,default,meal,35.00,0,CNY,35.00,CNY,
"Oct 8, 2013",现金,Unsorted,vehicle-oil,400.00,0,CNY,400.00,CNY,
"Oct 9, 2013",现金,Unsorted,"131012_SH, traffic-train",146.00,0,CNY,146.00,CNY,上海火车
"Oct 9, 2013",现金,default,meal,13.40,0,CNY,13.40,CNY,
"Oct 9, 2013",现金,default,meal,17.00,0,CNY,17.00,CNY,
"Oct 9, 2013",现金,Unsorted,"131012_SH, hotel",200.00,0,CNY,200.00,CNY,hotel
"Oct 10, 2013",现金,Unsorted,vehicle-road,4.00,0,CNY,4.00,CNY,
"Oct 10, 2013",现金,default,meal,10.90,0,CNY,10.90,CNY,
"Oct 10, 2013",现金,default,meal,12.00,0,CNY,12.00,CNY,
"Oct 11, 2013",现金,Unsorted,house-operating,110.50,0,CNY,110.50,CNY,3个月电
"Oct 11, 2013",现金,default,meal,10.00,0,CNY,10.00,CNY,
"Oct 11, 2013",现金,Unsorted,snack,14.10,0,CNY,14.10,CNY,
"Oct 11, 2013",现金,default,meal,2.00,0,CNY,2.00,CNY,
"Oct 12, 2013",现金,Unsorted,"131012_SH, traffic-commute",145.00,0,CNY,145.00,CNY,taxi
"Oct 12, 2013",现金,Unsorted,vehicle-road,4.00,0,CNY,4.00,CNY,
"Oct 12, 2013",现金,Unsorted,"131012_SH, traffic-commute",4.00,0,CNY,4.00,CNY,地铁
"Oct 12, 2013",现金,default,"meal, 131012_SH",75.00,0,CNY,75.00,CNY,meal
"Oct 12, 2013",现金,default,meal,16.00,0,CNY,16.00,CNY,
"Oct 12, 2013",现金,Unsorted,"snack, 131012_SH",26.50,0,CNY,26.50,CNY,
"Oct 12, 2013",现金,Unsorted,"art-show, 131012_SH",580.00,0,CNY,580.00,CNY,ticket
"Oct 12, 2013",现金,default,"131012_SH, meal",355.00,0,CNY,355.00,CNY,meal
"Oct 13, 2013",现金,Unsorted,"traffic-commute, 131012_SH",36.00,0,CNY,36.00,CNY,taxi
"Oct 13, 2013",现金,Unsorted,"traffic-commute, 131012_SH",80.00,0,CNY,80.00,CNY,taxi
"Oct 13, 2013",现金,Unsorted,"131012_SH, vehicle-road",60.00,0,CNY,60.00,CNY,parking
"Oct 13, 2013",现金,Unsorted,"snack, 131012_SH",25.00,0,CNY,25.00,CNY,
"Oct 13, 2013",现金,default,"meal, 131012_SH",430.00,0,CNY,430.00,CNY,
"Oct 14, 2013",现金,Unsorted,dress-bag,499.00,0,CNY,499.00,CNY,
"Oct 14, 2013",现金,Unsorted,house-commodity,36.30,0,CNY,36.30,CNY,洗发水
"Oct 14, 2013",现金,Unsorted,dress,278.00,0,CNY,278.00,CNY,Zara TShirt
"Oct 14, 2013",现金,default,meal,15.00,0,CNY,15.00,CNY,
"Oct 15, 2013",现金,Unsorted,vehicle-road,4.00,0,CNY,4.00,CNY,
"Oct 15, 2013",现金,Unsorted,snack,5.00,0,CNY,5.00,CNY,
"Oct 15, 2013",现金,default,meal,16.00,0,CNY,16.00,CNY,
"Oct 16, 2013",现金,Unsorted,art-book,6.99,0,USD,42.70,CNY,the library book
"Oct 16, 2013",现金,Unsorted,snack,24.00,0,CNY,24.00,CNY,
"Oct 16, 2013",现金,default,meal,16.50,0,CNY,16.50,CNY,
"Oct 17, 2013",现金,default,meal,18.00,0,CNY,18.00,CNY,
"Oct 17, 2013",现金,Unsorted,snack,10.00,0,CNY,10.00,CNY,
"Oct 18, 2013",现金,Unsorted,"131018_SH, vehicle-road",85.00,0,CNY,85.00,CNY,
"Oct 18, 2013",现金,Unsorted,"131018_SH, traffic-commute",40.00,0,CNY,40.00,CNY,
"Oct 18, 2013",现金,default,"131018_SH, meal",416.00,0,CNY,416.00,CNY,
"Oct 18, 2013",现金,Unsorted,snack,3.50,0,CNY,3.50,CNY,
"Oct 18, 2013",现金,default,meal,15.00,0,CNY,15.00,CNY,
"Oct 19, 2013",现金,Unsorted,"vehicle-road, 131018_SH",25.00,0,CNY,25.00,CNY,
"Oct 19, 2013",现金,Unsorted,"vehicle-road, 131018_SH",40.00,0,CNY,40.00,CNY,
"Oct 19, 2013",现金,Unsorted,"art-movie, 131018_SH",200.00,0,CNY,200.00,CNY,
"Oct 19, 2013",现金,default,"131018_SH, meal",348.00,0,CNY,348.00,CNY,
"Oct 19, 2013",现金,Unsorted,house-commodity,213.00,0,CNY,213.00,CNY,洗漱包
"Oct 19, 2013",现金,Unsorted,"131018_SH, snack",70.00,0,CNY,70.00,CNY,
"Oct 19, 2013",现金,default,"meal, 131018_SH",90.00,0,CNY,90.00,CNY,
"Oct 19, 2013",现金,Unsorted,"snack, 131018_SH",50.00,0,CNY,50.00,CNY,
"Oct 20, 2013",现金,Unsorted,"131018_SH, vehicle-road",80.00,0,CNY,80.00,CNY,
"Oct 20, 2013",现金,Unsorted,"vehicle-road, 131018_SH",50.00,0,CNY,50.00,CNY,
"Oct 20, 2013",现金,Unsorted,"vehicle-road, 131018_SH",15.00,0,CNY,15.00,CNY,
"Oct 20, 2013",现金,Unsorted,art-movie,60.00,0,CNY,60.00,CNY,movie DVD
"Oct 20, 2013",现金,Unsorted,vehicle-oil,50.00,0,CNY,50.00,CNY,
"Oct 20, 2013",现金,default,"131018_SH, meal",321.00,0,CNY,321.00,CNY,
"Oct 20, 2013",现金,Unsorted,"snack, 131018_SH",105.00,0,CNY,105.00,CNY,
"Oct 20, 2013",现金,Unsorted,"131018_SH, snack",210.00,0,CNY,210.00,CNY,wine
"Oct 20, 2013",现金,default,"131018_SH, meal",28.00,0,CNY,28.00,CNY,
"Oct 20, 2013",现金,Unsorted,"131018_SH, snack",45.00,0,CNY,45.00,CNY,
"Oct 20, 2013",现金,Unsorted,"vehicle-oil, 131018_SH",250.00,0,CNY,250.00,CNY,
"Oct 21, 2013",现金,Unsorted,dress-bag,12.80,0,CNY,12.80,CNY,香水分瓶
"Oct 21, 2013",现金,Unsorted,dress,30.00,0,CNY,30.00,CNY,袜子
"Oct 21, 2013",现金,default,meal,16.00,0,CNY,16.00,CNY,
"Oct 22, 2013",现金,Unsorted,snack,88.00,0,CNY,88.00,CNY,茶
"Oct 22, 2013",现金,default,meal,19.00,0,CNY,19.00,CNY,
"Oct 23, 2013",现金,default,meal,2.00,0,CNY,2.00,CNY,
"Oct 23, 2013",现金,default,meal,19.00,0,CNY,19.00,CNY,
"Oct 24, 2013",现金,default,meal,15.00,0,CNY,15.00,CNY,
"Oct 24, 2013",现金,Unsorted,snack-coffee,20.00,0,CNY,20.00,CNY,
"Oct 25, 2013",现金,Unsorted,"vehicle-road, 131025_HZ",10.00,0,CNY,10.00,CNY,
"Oct 25, 2013",现金,Unsorted,"traffic-train, 131025_HZ",77.50,0,CNY,77.50,CNY,
"Oct 25, 2013",现金,Unsorted,"snack, 131025_HZ",130.00,0,CNY,130.00,CNY,
"Oct 25, 2013",现金,default,meal,2.00,0,CNY,2.00,CNY,
"Oct 25, 2013",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Oct 25, 2013",现金,Unsorted,snack,5.90,0,CNY,5.90,CNY,
"Oct 25, 2013",现金,Unsorted,"131025_HZ, hotel",398.00,0,CNY,398.00,CNY,西溪
"Oct 26, 2013",现金,default,"meal, 131025_HZ",170.00,0,CNY,170.00,CNY,
"Oct 26, 2013",现金,Unsorted,"131025_HZ, hotel",400.00,0,CNY,400.00,CNY,
"Oct 26, 2013",现金,Unsorted,"131025_HZ, snack",200.00,0,CNY,200.00,CNY,
"Oct 26, 2013",现金,Unsorted,"131025_HZ, snack",100.00,0,CNY,100.00,CNY,
"Oct 26, 2013",现金,Unsorted,dress,300.00,0,CNY,300.00,CNY,
"Oct 26, 2013",现金,Unsorted,"131025_HZ, snack",100.00,0,CNY,100.00,CNY,
"Oct 26, 2013",现金,Unsorted,"snack, 131025_HZ",27.00,0,CNY,27.00,CNY,
"Oct 26, 2013",现金,Unsorted,"snack, 131025_HZ",13.00,0,CNY,13.00,CNY,
"Oct 26, 2013",现金,Unsorted,"snack, 131025_HZ",12.70,0,CNY,12.70,CNY,
"Oct 26, 2013",现金,Unsorted,"art-show, 131025_HZ",400.00,0,CNY,400.00,CNY,西湖音乐节
"Oct 27, 2013",现金,Unsorted,snack,60.00,0,CNY,60.00,CNY,
"Oct 27, 2013",现金,Unsorted,"131025_HZ, traffic-train",77.50,0,CNY,77.50,CNY,
"Oct 27, 2013",现金,Unsorted,"131025_HZ, snack",60.00,0,CNY,60.00,CNY,
"Oct 27, 2013",现金,Unsorted,dress,390.00,0,CNY,390.00,CNY,皮带
"Oct 27, 2013",现金,default,"meal, 131025_HZ",160.00,0,CNY,160.00,CNY,
"Oct 28, 2013",现金,Unsorted,house-commodity,4.80,0,CNY,4.80,CNY,纸巾
"Oct 28, 2013",现金,Unsorted,vehicle-oil,300.00,0,CNY,300.00,CNY,
"Oct 28, 2013",现金,default,meal,19.00,0,CNY,19.00,CNY,
"Oct 30, 2013",现金,Unsorted,vehicle-road,200.00,0,CNY,200.00,CNY,
"Oct 30, 2013",现金,default,meal,17.00,0,CNY,17.00,CNY,
"Oct 30, 2013",现金,default,meal,16.00,0,CNY,16.00,CNY,
"Oct 30, 2013",现金,Unsorted,snack,8.70,0,CNY,8.70,CNY,
"Oct 31, 2013",现金,salary,salary,0,"14,000.00",CNY,"14,000.00",CNY,
"Oct 31, 2013",现金,Unsorted,vehicle-road,4.00,0,CNY,4.00,CNY,
"Oct 31, 2013",现金,Unsorted,snack,2.40,0,CNY,2.40,CNY,
"Oct 31, 2013",现金,default,meal,19.00,0,CNY,19.00,CNY,
"Nov 1, 2013",现金,Unsorted,"vehicle-road, 131101_HZ",5.00,0,CNY,5.00,CNY,
"Nov 1, 2013",现金,Unsorted,"131101_HZ, traffic-train",75.50,0,CNY,75.50,CNY,
"Nov 1, 2013",现金,Unsorted,house-commodity,78.50,0,CNY,78.50,CNY,
"Nov 1, 2013",现金,Unsorted,snack,10.00,0,CNY,10.00,CNY,
"Nov 1, 2013",现金,default,"meal, 131101_HZ",277.00,0,CNY,277.00,CNY,
"Nov 1, 2013",现金,Unsorted,"131101_HZ, hotel",300.00,0,CNY,300.00,CNY,
"Nov 2, 2013",现金,Unsorted,"hotel, 131101_HZ",190.00,0,CNY,190.00,CNY,
"Nov 2, 2013",现金,Unsorted,"vehicle-oil, 131101_HZ",300.00,0,CNY,300.00,CNY,
"Nov 2, 2013",现金,Unsorted,"snack, 131101_HZ",100.00,0,CNY,100.00,CNY,
"Nov 2, 2013",现金,Unsorted,"art-show, 131101_HZ",350.00,0,CNY,350.00,CNY,
"Nov 2, 2013",现金,default,"meal, 131101_HZ",8.00,0,CNY,8.00,CNY,
"Nov 3, 2013",现金,Unsorted,"hotel, 131101_HZ",190.00,0,CNY,190.00,CNY,
"Nov 3, 2013",现金,Unsorted,"131101_HZ, people","2,600.00",0,CNY,"2,600.00",CNY,dress
"Nov 3, 2013",现金,default,"meal, 131101_HZ",104.00,0,CNY,104.00,CNY,
"Nov 3, 2013",现金,default,"meal, 131101_HZ",185.00,0,CNY,185.00,CNY,
"Nov 4, 2013",现金,default,meal,5.20,0,CNY,5.20,CNY,
"Nov 4, 2013",现金,Unsorted,snack,4.50,0,CNY,4.50,CNY,
"Nov 4, 2013",现金,Unsorted,snack,24.80,0,CNY,24.80,CNY,
"Nov 4, 2013",现金,default,meal,15.00,0,CNY,15.00,CNY,
"Nov 5, 2013",现金,default,meal,18.40,0,CNY,18.40,CNY,
"Nov 6, 2013",现金,Unsorted,dress,51.00,0,CNY,51.00,CNY,
"Nov 6, 2013",现金,default,meal,21.50,0,CNY,21.50,CNY,
"Nov 6, 2013",现金,Unsorted,snack,2.00,0,CNY,2.00,CNY,
"Nov 7, 2013",现金,Unsorted,traffic-train,53.50,0,CNY,53.50,CNY,退票费
"Nov 7, 2013",现金,Unsorted,snack,71.80,0,CNY,71.80,CNY,
"Nov 7, 2013",现金,Unsorted,house-commodity,15.90,0,CNY,15.90,CNY,旅行袋洗发水
"Nov 7, 2013",现金,default,meal,11.00,0,CNY,11.00,CNY,
"Nov 7, 2013",现金,Unsorted,snack,2.00,0,CNY,2.00,CNY,
"Nov 8, 2013",现金,parent,parent,0,"3,600.00",CNY,"3,600.00",CNY,
"Nov 8, 2013",现金,Unsorted,art-book,156.00,0,CNY,156.00,CNY,今生今世
"Nov 8, 2013",现金,default,meal,19.50,0,CNY,19.50,CNY,
"Nov 8, 2013",现金,Unsorted,snack,12.40,0,CNY,12.40,CNY,
"Nov 8, 2013",现金,Unsorted,snack-alcohol,428.00,0,CNY,428.00,CNY,whisky
"Nov 9, 2013",现金,default,meal,30.00,0,CNY,30.00,CNY,
"Nov 9, 2013",现金,Unsorted,house-clean,40.00,0,CNY,40.00,CNY,洗鞋
"Nov 9, 2013",现金,Unsorted,snack,66.60,0,CNY,66.60,CNY,
"Nov 9, 2013",现金,Unsorted,dress-hair,200.00,0,CNY,200.00,CNY,剪头充值
"Nov 10, 2013",现金,Unsorted,traffic-commute,47.00,0,CNY,47.00,CNY,
"Nov 10, 2013",现金,Unsorted,vehicle-operating,"1,380.00",0,CNY,"1,380.00",CNY,保养
"Nov 10, 2013",现金,default,meal,57.00,0,CNY,57.00,CNY,
"Nov 11, 2013",现金,Unsorted,house-commodity,129.00,0,CNY,129.00,CNY,刮胡刀
"Nov 11, 2013",现金,default,meal,18.00,0,CNY,18.00,CNY,
"Nov 11, 2013",现金,Unsorted,snack,4.80,0,CNY,4.80,CNY,
"Nov 12, 2013",现金,Unsorted,snack,5.90,0,CNY,5.90,CNY,
"Nov 12, 2013",现金,default,meal,25.00,0,CNY,25.00,CNY,
"Nov 13, 2013",现金,Unsorted,snack,8.40,0,CNY,8.40,CNY,
"Nov 13, 2013",现金,default,meal,23.50,0,CNY,23.50,CNY,
"Nov 13, 2013",现金,Unsorted,snack,24.70,0,CNY,24.70,CNY,
"Nov 14, 2013",现金,Unsorted,vehicle-road,4.00,0,CNY,4.00,CNY,
"Nov 14, 2013",现金,default,meal,37.00,0,CNY,37.00,CNY,
"Nov 14, 2013",现金,Unsorted,house-clean,50.00,0,CNY,50.00,CNY,洗鞋
"Nov 15, 2013",现金,Unsorted,medic,40.00,0,CNY,40.00,CNY,脚气喷雾
"Nov 15, 2013",现金,Unsorted,house-commodity,85.00,0,CNY,85.00,CNY,花
"Nov 15, 2013",现金,Unsorted,vehicle-oil,300.00,0,CNY,300.00,CNY,
"Nov 15, 2013",现金,Unsorted,snack,15.00,0,CNY,15.00,CNY,
"Nov 15, 2013",现金,default,meal,31.00,0,CNY,31.00,CNY,
"Nov 16, 2013",现金,Unsorted,snack,29.00,0,CNY,29.00,CNY,
"Nov 16, 2013",现金,Unsorted,snack,17.60,0,CNY,17.60,CNY,
"Nov 16, 2013",现金,Unsorted,snack,10.00,0,CNY,10.00,CNY,
"Nov 17, 2013",现金,default,meal,35.00,0,CNY,35.00,CNY,
"Nov 17, 2013",现金,Unsorted,snack,57.10,0,CNY,57.10,CNY,
"Nov 18, 2013",现金,Unsorted,traffic-commute,175.00,0,CNY,175.00,CNY,
"Nov 18, 2013",现金,Unsorted,comm.-telephone,100.00,0,CNY,100.00,CNY,话费
"Nov 18, 2013",现金,default,meal,29.00,0,CNY,29.00,CNY,
"Nov 19, 2013",现金,Unsorted,traffic-commute,35.00,0,CNY,35.00,CNY,
"Nov 19, 2013",现金,default,meal,21.50,0,CNY,21.50,CNY,
"Nov 20, 2013",现金,Unsorted,traffic-commute,33.00,0,CNY,33.00,CNY,
"Nov 20, 2013",现金,Unsorted,traffic-commute,15.00,0,CNY,15.00,CNY,
"Nov 20, 2013",现金,default,meal,21.10,0,CNY,21.10,CNY,
"Nov 21, 2013",现金,Unsorted,traffic-commute,24.00,0,CNY,24.00,CNY,
"Nov 23, 2013",现金,Unsorted,snack,22.00,0,CNY,22.00,CNY,
"Nov 23, 2013",现金,Unsorted,dress,"1,200.00",0,CNY,"1,200.00",CNY,
"Nov 23, 2013",现金,default,meal,65.00,0,CNY,65.00,CNY,
"Nov 24, 2013",现金,default,meal,20.50,0,CNY,20.50,CNY,
"Nov 25, 2013",现金,Unsorted,vehicle-road,16.00,0,CNY,16.00,CNY,
"Nov 25, 2013",现金,default,meal,19.00,0,CNY,19.00,CNY,
"Nov 26, 2013",现金,default,meal,23.50,0,CNY,23.50,CNY,
"Nov 27, 2013",现金,default,meal,17.00,0,CNY,17.00,CNY,
"Nov 27, 2013",现金,Unsorted,snack-coffee,20.00,0,CNY,20.00,CNY,
"Nov 27, 2013",现金,Unsorted,snack-alcohol,910.00,0,CNY,910.00,CNY,冰酒
"Nov 28, 2013",现金,Unsorted,traffic-commute,45.00,0,CNY,45.00,CNY,
"Nov 28, 2013",现金,Unsorted,comm.-telephone,100.00,0,CNY,100.00,CNY,
"Nov 29, 2013",现金,Unsorted,traffic-commute,55.00,0,CNY,55.00,CNY,
"Nov 30, 2013",现金,salary,salary,0,"14,011.77",CNY,"14,011.77",CNY,
"Nov 30, 2013",现金,Unsorted,vehicle-road,20.00,0,CNY,20.00,CNY,
"Nov 30, 2013",现金,default,meal,139.80,0,CNY,139.80,CNY,
"Nov 30, 2013",现金,default,meal,260.00,0,CNY,260.00,CNY,
"Nov 30, 2013",现金,Unsorted,art-movie,100.00,0,CNY,100.00,CNY,
"Dec 1, 2013",现金,Unsorted,vehicle-road,20.00,0,CNY,20.00,CNY,
"Dec 1, 2013",现金,Unsorted,art-book,12.00,0,CNY,12.00,CNY,
"Dec 2, 2013",现金,Unsorted,comm.-telephone,100.00,0,CNY,100.00,CNY,
"Dec 2, 2013",现金,default,meal,19.00,0,CNY,19.00,CNY,
"Dec 2, 2013",现金,Unsorted,snack,20.00,0,CNY,20.00,CNY,咖啡
"Dec 2, 2013",现金,Unsorted,snack,1.90,0,CNY,1.90,CNY,
"Dec 2, 2013",现金,Unsorted,snack,8.30,0,CNY,8.30,CNY,
"Dec 3, 2013",现金,Unsorted,vehicle-operating,98.00,0,CNY,98.00,CNY,
"Dec 3, 2013",现金,default,meal,165.00,0,CNY,165.00,CNY,
"Dec 4, 2013",现金,Unsorted,traffic-commute,27.00,0,CNY,27.00,CNY,
"Dec 4, 2013",现金,Unsorted,traffic-commute,22.00,0,CNY,22.00,CNY,
"Dec 4, 2013",现金,Unsorted,snack,20.00,0,CNY,20.00,CNY,
"Dec 4, 2013",现金,default,meal,143.00,0,CNY,143.00,CNY,
"Dec 4, 2013",现金,default,meal,515.00,0,CNY,515.00,CNY,海量数据
"Dec 4, 2013",现金,Unsorted,vehicle-oil,375.00,0,CNY,375.00,CNY,
"Dec 6, 2013",现金,Unsorted,vehicle-road,65.00,0,CNY,65.00,CNY,
"Dec 6, 2013",现金,Unsorted,vehicle-road,50.00,0,CNY,50.00,CNY,
"Dec 6, 2013",现金,Unsorted,vehicle-road,75.00,0,CNY,75.00,CNY,
"Dec 6, 2013",现金,Unsorted,vehicle-road,60.00,0,CNY,60.00,CNY,
"Dec 6, 2013",现金,Unsorted,vehicle-road,20.00,0,CNY,20.00,CNY,
"Dec 6, 2013",现金,Unsorted,snack,20.00,0,CNY,20.00,CNY,
"Dec 6, 2013",现金,Unsorted,snack,15.90,0,CNY,15.90,CNY,
"Dec 7, 2013",现金,Unsorted,vehicle-road,185.00,0,CNY,185.00,CNY,
"Dec 7, 2013",现金,Unsorted,vehicle-road,60.00,0,CNY,60.00,CNY,
"Dec 7, 2013",现金,Unsorted,vehicle-road,78.00,0,CNY,78.00,CNY,
"Dec 7, 2013",现金,Unsorted,traffic-flight,"1,300.00",0,CNY,"1,300.00",CNY,龙菲机票酒店
"Dec 7, 2013",现金,default,meal,22.00,0,CNY,22.00,CNY,
"Dec 7, 2013",现金,Unsorted,vehicle-oil,320.00,0,CNY,320.00,CNY,
"Dec 7, 2013",现金,default,meal,33.00,0,CNY,33.00,CNY,
"Dec 7, 2013",现金,Unsorted,vehicle-oil,300.00,0,CNY,300.00,CNY,
"Dec 8, 2013",现金,Unsorted,vehicle-road,100.00,0,CNY,100.00,CNY,
"Dec 8, 2013",现金,Unsorted,vehicle-road,151.00,0,CNY,151.00,CNY,
"Dec 8, 2013",现金,Unsorted,vehicle-road,275.00,0,CNY,275.00,CNY,
"Dec 8, 2013",现金,Unsorted,vehicle-road,75.00,0,CNY,75.00,CNY,
"Dec 8, 2013",现金,default,meal,260.00,0,CNY,260.00,CNY,
"Dec 8, 2013",现金,default,meal,235.00,0,CNY,235.00,CNY,
"Dec 8, 2013",现金,Unsorted,vehicle-oil,320.00,0,CNY,320.00,CNY,
"Dec 8, 2013",现金,Unsorted,hotel,338.00,0,CNY,338.00,CNY,
"Dec 8, 2013",现金,default,meal,75.00,0,CNY,75.00,CNY,
"Dec 8, 2013",现金,Unsorted,vehicle-oil,340.00,0,CNY,340.00,CNY,
"Dec 9, 2013",现金,Unsorted,vehicle-road,66.00,0,CNY,66.00,CNY,
"Dec 9, 2013",现金,Unsorted,traffic-commute,45.00,0,CNY,45.00,CNY,
"Dec 9, 2013",现金,default,meal,5.00,0,CNY,5.00,CNY,
"Dec 9, 2013",现金,default,meal,66.00,0,CNY,66.00,CNY,
"Dec 9, 2013",现金,default,meal,10.00,0,CNY,10.00,CNY,
"Dec 9, 2013",现金,default,meal,18.00,0,CNY,18.00,CNY,
"Dec 10, 2013",现金,Unsorted,snack,155.00,0,CNY,155.00,CNY,
"Dec 10, 2013",现金,default,meal,24.50,0,CNY,24.50,CNY,
"Dec 11, 2013",现金,Unsorted,vehicle-road,50.00,0,CNY,50.00,CNY,一卡通
"Dec 11, 2013",现金,default,meal,200.00,0,CNY,200.00,CNY,饭卡
"Dec 11, 2013",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Dec 11, 2013",现金,Unsorted,house-commodity,25.00,0,CNY,25.00,CNY,一卡通
"Dec 12, 2013",现金,Unsorted,hotel,100.00,0,CNY,100.00,CNY,杭州话剧
"Dec 12, 2013",现金,Unsorted,"131221_HZ, traffic-flight",570.00,0,CNY,570.00,CNY,杭州话剧
"Dec 12, 2013",现金,Unsorted,"traffic-flight, 131221_HZ",790.00,0,CNY,790.00,CNY,杭州话剧
"Dec 12, 2013",现金,Unsorted,snack,110.00,0,CNY,110.00,CNY,
